Total_spending,Total_orders,segments,Customer type
925.85,42,High Value,Repeat customer
215.7,19,High Value,Repeat customer
1309.6,10,High Value,Repeat customer
316.25,18,High Value,Repeat customer
279.05,13,High Value,Repeat customer
636.51,30,High Value,Repeat customer
2068.15,144,High Value,Repeat customer
137.1,9,High Value,Repeat customer
321.92,14,High Value,Repeat customer
165.75,47,High Value,Repeat customer
1196.33,144,High Value,Repeat customer
1064.28,46,High Value,Repeat customer
463.38,30,High Value,Repeat customer
340.93,17,High Value,Repeat customer
2383.2400000000002,120,High Value,Repeat customer
139.56,7,High Value,Repeat customer
123.8,6,High Value,Repeat customer
538.8100000000001,19,High Value,Repeat customer
475.37,29,High Value,Repeat customer
1957.32,193,High Value,Repeat customer
815.32,194,High Value,Repeat customer
356.85,7,High Value,Repeat customer
251.21,10,High Value,Repeat customer
2470.67,624,High Value,Repeat customer
3543.26,164,High Value,Repeat customer
673.26,107,High Value,Repeat customer
5905.64,799,High Value,Repeat customer
2012.17,316,High Value,Repeat customer
1383.18,96,High Value,Repeat customer
276.42,57,High Value,Repeat customer
1314.81,68,High Value,Repeat customer
275.28,23,High Value,Repeat customer
455.59000000000003,12,High Value,Repeat customer
1055.35,73,High Value,Repeat customer
2102.09,101,High Value,Repeat customer
330.45,18,High Value,Repeat customer
174.37,16,High Value,Repeat customer
270.6,4,High Value,Repeat customer
974.54,17,High Value,Repeat customer
241.09,12,High Value,Repeat customer
1867.68,203,High Value,Repeat customer
4332.2,291,High Value,Repeat customer
8508.82,972,High Value,Repeat customer
364.21999999999997,18,High Value,Repeat customer
620.04,229,High Value,Repeat customer
2925.91,216,High Value,Repeat customer
932.85,64,High Value,Repeat customer
1949.72,62,High Value,Repeat customer
4447.05,519,High Value,Repeat customer
2864.19,330,High Value,Repeat customer
171.8,19,High Value,Repeat customer
355.56,10,High Value,Repeat customer
388.25,19,High Value,Repeat customer
537.48,32,High Value,Repeat customer
996.26,76,High Value,Repeat customer
1461.65,111,High Value,Repeat customer
103.25,5,High Value,Repeat customer
3630.33,72,High Value,Repeat customer
2024.45,114,High Value,Repeat customer
2578.09,399,High Value,Repeat customer
4007.54,366,High Value,Repeat customer
652.8,4,High Value,Repeat customer
289.24,56,High Value,Repeat customer
765.62,48,High Value,Repeat customer
186.23,10,High Value,Repeat customer
165.07,58,High Value,Repeat customer
859.27,113,High Value,Repeat customer
2381.04,216,High Value,Repeat customer
324.14,21,High Value,Repeat customer
788.38,16,High Value,Repeat customer
2237.77,74,High Value,Repeat customer
1080.76,69,High Value,Repeat customer
5074.77,423,High Value,Repeat customer
3099.12,127,High Value,Repeat customer
1432.0,4,High Value,Repeat customer
1530.3600000000001,33,High Value,Repeat customer
227.39,12,High Value,Repeat customer
218.06,29,High Value,Repeat customer
2832.84,270,High Value,Repeat customer
1653.42,235,High Value,Repeat customer
35.400000000000006,1,High Value,One-time customer
859.71,123,High Value,Repeat customer
168.63,24,High Value,Repeat customer
138.6,17,High Value,Repeat customer
114.11,6,High Value,Repeat customer
1052.55,330,High Value,Repeat customer
1042.26,100,High Value,Repeat customer
157.05,29,High Value,Repeat customer
237.36,19,High Value,Repeat customer
1601.14,383,High Value,Repeat customer
39.75,3,High Value,Repeat customer
1447.14,197,High Value,Repeat customer
570.46,164,High Value,Repeat customer
617.99,152,High Value,Repeat customer
379.83,53,High Value,Repeat customer
1740.6,102,High Value,Repeat customer
883.15,55,High Value,Repeat customer
221.97,50,High Value,Repeat customer
393.33000000000004,25,High Value,Repeat customer
213.96,7,High Value,Repeat customer
660.0,2,High Value,Repeat customer
12156.65,2700,Low Value,Repeat customer
16569.5,86,High Value,Repeat customer
1785.15,20,High Value,Repeat customer
601.56,4,High Value,Repeat customer
406.08000000000004,3,High Value,Repeat customer
553.44,16,High Value,Repeat customer
394.44,20,High Value,Repeat customer
412.78000000000003,26,High Value,Repeat customer
1788.3600000000001,92,High Value,Repeat customer
320.58000000000004,21,High Value,Repeat customer
889.25,134,High Value,Repeat customer
225.85,13,High Value,Repeat customer
899.63,53,High Value,Repeat customer
2791.27,122,High Value,Repeat customer
671.96,24,High Value,Repeat customer
959.01,152,High Value,Repeat customer
1006.98,41,High Value,Repeat customer
114.56,8,High Value,Repeat customer
344.90000000000003,20,High Value,Repeat customer
609.85,28,High Value,Repeat customer
443.6,16,High Value,Repeat customer
2984.49,172,High Value,Repeat customer
2125.08,106,High Value,Repeat customer
110.46,7,High Value,Repeat customer
96.12,2,High Value,Repeat customer
693.8100000000001,31,High Value,Repeat customer
830.76,26,High Value,Repeat customer
597.09,30,High Value,Repeat customer
280206.02,2076,Medium value,Repeat customer
243.22,30,High Value,Repeat customer
1417.29,199,High Value,Repeat customer
654.6,102,High Value,Repeat customer
114.18,29,High Value,Repeat customer
1947.55,237,High Value,Repeat customer
1932.23,49,High Value,Repeat customer
291.05,80,High Value,Repeat customer
848.22,126,High Value,Repeat customer
247.15,29,High Value,Repeat customer
2529.93,253,High Value,Repeat customer
285.74,30,High Value,Repeat customer
107.95,4,High Value,Repeat customer
771.17,168,High Value,Repeat customer
637.89,99,High Value,Repeat customer
1835.7,90,High Value,Repeat customer
195.25,14,High Value,Repeat customer
9241.2,573,High Value,Repeat customer
1269.99,170,High Value,Repeat customer
411.53,132,High Value,Repeat customer
765.55,61,High Value,Repeat customer
1736.4,74,High Value,Repeat customer
604.75,102,High Value,Repeat customer
2548.2400000000002,42,High Value,Repeat customer
28754.11,258,High Value,Repeat customer
498.95,7,High Value,Repeat customer
52.0,2,High Value,Repeat customer
1236.28,421,High Value,Repeat customer
628.38,15,High Value,Repeat customer
5630.87,327,High Value,Repeat customer
112.8,13,High Value,Repeat customer
371.7,50,High Value,Repeat customer
2114.33,71,High Value,Repeat customer
591.55,68,High Value,Repeat customer
172.9,8,High Value,Repeat customer
2078.95,130,High Value,Repeat customer
188.60999999999999,22,High Value,Repeat customer
1250.76,210,High Value,Repeat customer
109.13000000000001,8,High Value,Repeat customer
2235.3,115,High Value,Repeat customer
2549.37,335,High Value,Repeat customer
3292.14,347,High Value,Repeat customer
318.17,22,High Value,Repeat customer
1546.91,415,High Value,Repeat customer
179.0,1,High Value,One-time customer
1126.37,28,High Value,Repeat customer
4921.04,196,High Value,Repeat customer
606.13,139,High Value,Repeat customer
2868.8,357,High Value,Repeat customer
917.07,25,High Value,Repeat customer
2666.36,339,High Value,Repeat customer
160.19,10,High Value,Repeat customer
867.38,71,High Value,Repeat customer
329.68,55,High Value,Repeat customer
1602.13,237,High Value,Repeat customer
663.81,37,High Value,Repeat customer
187.92000000000002,29,High Value,Repeat customer
1158.3,278,High Value,Repeat customer
718.08,52,High Value,Repeat customer
268.58,10,High Value,Repeat customer
313.49,71,High Value,Repeat customer
2005.06,501,High Value,Repeat customer
380.02,45,High Value,Repeat customer
2702.4900000000002,147,High Value,Repeat customer
9585.91,202,High Value,Repeat customer
6065.69,194,High Value,Repeat customer
1164.55,17,High Value,Repeat customer
1314.45,54,High Value,Repeat customer
3902.28,60,High Value,Repeat customer
1448.21,89,High Value,Repeat customer
1400.34,59,High Value,Repeat customer
1099.98,26,High Value,Repeat customer
1220.26,69,High Value,Repeat customer
328.2,18,High Value,Repeat customer
1415.75,89,High Value,Repeat customer
389.64,5,High Value,Repeat customer
563.15,30,High Value,Repeat customer
638.05,41,High Value,Repeat customer
5010.28,235,High Value,Repeat customer
738.96,38,High Value,Repeat customer
420.5,19,High Value,Repeat customer
1484.06,71,High Value,Repeat customer
1625.97,102,High Value,Repeat customer
89.2,5,High Value,Repeat customer
255.9,11,High Value,Repeat customer
300.52,21,High Value,Repeat customer
278.3,6,High Value,Repeat customer
254.11,39,High Value,Repeat customer
2473.37,135,High Value,Repeat customer
192.60000000000002,5,High Value,Repeat customer
10674.75,1090,High Value,Repeat customer
876.42,52,High Value,Repeat customer
139.26,9,High Value,Repeat customer
1011.9,60,High Value,Repeat customer
2538.3,117,High Value,Repeat customer
730.86,35,High Value,Repeat customer
386.15,41,High Value,Repeat customer
447.68,27,High Value,Repeat customer
200.10000000000002,6,High Value,Repeat customer
289.99,15,High Value,Repeat customer
77.4,3,High Value,Repeat customer
679.4399999999999,30,High Value,Repeat customer
197.64,6,High Value,Repeat customer
745.06,46,High Value,Repeat customer
6.2,2,High Value,Repeat customer
228.99,14,High Value,Repeat customer
1319.91,80,High Value,Repeat customer
131.45000000000002,6,High Value,Repeat customer
8022.49,1141,High Value,Repeat customer
173.74,12,High Value,Repeat customer
157.7,13,High Value,Repeat customer
4339.74,385,High Value,Repeat customer
193.14,59,High Value,Repeat customer
845.55,44,High Value,Repeat customer
353.27,12,High Value,Repeat customer
554.65,47,High Value,Repeat customer
193.39000000000001,11,High Value,Repeat customer
2741.17,235,High Value,Repeat customer
2087.88,255,High Value,Repeat customer
155.43,30,High Value,Repeat customer
778.5,53,High Value,Repeat customer
271.85,4,High Value,Repeat customer
1110.34,63,High Value,Repeat customer
657.8,48,High Value,Repeat customer
272.07,13,High Value,Repeat customer
507.29,29,High Value,Repeat customer
48.800000000000004,2,High Value,Repeat customer
321.43,70,High Value,Repeat customer
1127.71,29,High Value,Repeat customer
2226.91,121,High Value,Repeat customer
2139.76,17,High Value,Repeat customer
697.55,42,High Value,Repeat customer
197.13,40,High Value,Repeat customer
1720.3,67,High Value,Repeat customer
102.44999999999999,6,High Value,Repeat customer
1649.5,108,High Value,Repeat customer
62.85,4,High Value,Repeat customer
3295.76,138,High Value,Repeat customer
2824.69,145,High Value,Repeat customer
3189.81,130,High Value,Repeat customer
309.4,13,High Value,Repeat customer
7930.54,388,High Value,Repeat customer
325.75,21,High Value,Repeat customer
511.35,28,High Value,Repeat customer
2836.69,143,High Value,Repeat customer
475.8,9,High Value,Repeat customer
2759.83,127,High Value,Repeat customer
645.65,20,High Value,Repeat customer
1311.3799999999999,66,High Value,Repeat customer
1173.12,60,High Value,Repeat customer
1353.74,58,High Value,Repeat customer
170.32,11,High Value,Repeat customer
125.79,6,High Value,Repeat customer
841.1999999999999,48,High Value,Repeat customer
266.76,11,High Value,Repeat customer
52.2,4,High Value,Repeat customer
14389.9,99,High Value,Repeat customer
710.28,36,High Value,Repeat customer
2953.59,144,High Value,Repeat customer
725.7,71,High Value,Repeat customer
327.25,13,High Value,Repeat customer
522.38,98,High Value,Repeat customer
519.68,28,High Value,Repeat customer
1465.3200000000002,47,High Value,Repeat customer
1485.54,124,High Value,Repeat customer
706.19,47,High Value,Repeat customer
255.4,17,High Value,Repeat customer
589.7,11,High Value,Repeat customer
761.59,53,High Value,Repeat customer
765.3199999999999,15,High Value,Repeat customer
364.8,18,High Value,Repeat customer
1862.0,6,High Value,Repeat customer
369.2,20,High Value,Repeat customer
135.9,10,High Value,Repeat customer
125.65,7,High Value,Repeat customer
554.38,33,High Value,Repeat customer
1237.8500000000001,73,High Value,Repeat customer
655.75,23,High Value,Repeat customer
11138.710000000001,498,High Value,Repeat customer
468.77000000000004,43,High Value,Repeat customer
1366.38,55,High Value,Repeat customer
1303.52,116,High Value,Repeat customer
1421.29,96,High Value,Repeat customer
332.66,20,High Value,Repeat customer
2810.63,355,High Value,Repeat customer
1025.44,69,High Value,Repeat customer
616.15,17,High Value,Repeat customer
3501.1,165,High Value,Repeat customer
277.8,9,High Value,Repeat customer
434.35,30,High Value,Repeat customer
143825.06,5675,Low Value,Repeat customer
867.85,27,High Value,Repeat customer
1227.43,87,High Value,Repeat customer
307.48,12,High Value,Repeat customer
1268.98,77,High Value,Repeat customer
1610.15,45,High Value,Repeat customer
977.77,57,High Value,Repeat customer
1316.07,78,High Value,Repeat customer
749.1,44,High Value,Repeat customer
310.05,10,High Value,Repeat customer
223.88,11,High Value,Repeat customer
2372.86,128,High Value,Repeat customer
1257.68,41,High Value,Repeat customer
363.53,17,High Value,Repeat customer
1890.94,87,High Value,Repeat customer
1784.71,10,High Value,Repeat customer
8137.02,364,High Value,Repeat customer
1621.88,34,High Value,Repeat customer
5900.25,170,High Value,Repeat customer
100.9,3,High Value,Repeat customer
290.82,14,High Value,Repeat customer
1101.97,63,High Value,Repeat customer
371.2,19,High Value,Repeat customer
311.69,20,High Value,Repeat customer
8099.49,138,High Value,Repeat customer
289.82,55,High Value,Repeat customer
336.17,85,High Value,Repeat customer
58.49,12,High Value,Repeat customer
499.68,42,High Value,Repeat customer
695.42,59,High Value,Repeat customer
221.27,27,High Value,Repeat customer
7044.68,312,High Value,Repeat customer
126.7,5,High Value,Repeat customer
1487.8,198,High Value,Repeat customer
206.21,13,High Value,Repeat customer
599.0,83,High Value,Repeat customer
191.32,38,High Value,Repeat customer
463.8,6,High Value,Repeat customer
147.59,37,High Value,Repeat customer
1592.06,34,High Value,Repeat customer
1116.57,160,High Value,Repeat customer
114.77,18,High Value,Repeat customer
1314.45,32,High Value,Repeat customer
114.39,21,High Value,Repeat customer
279.94,11,High Value,Repeat customer
790.86,72,High Value,Repeat customer
1931.42,216,High Value,Repeat customer
102.12,8,High Value,Repeat customer
213.27,41,High Value,Repeat customer
296.75,87,High Value,Repeat customer
326.4,4,High Value,Repeat customer
334.54,40,High Value,Repeat customer
233.23000000000002,61,High Value,Repeat customer
546.1999999999999,26,High Value,Repeat customer
429.87,75,High Value,Repeat customer
490.52,77,High Value,Repeat customer
1641.76,115,High Value,Repeat customer
1246.32,158,High Value,Repeat customer
6316.57,1119,High Value,Repeat customer
502.09,144,High Value,Repeat customer
156.91,12,High Value,Repeat customer
1261.78,182,High Value,Repeat customer
308.94,20,High Value,Repeat customer
423.04,128,High Value,Repeat customer
260.17,35,High Value,Repeat customer
170.04,20,High Value,Repeat customer
125.58,20,High Value,Repeat customer
496.21000000000004,31,High Value,Repeat customer
266.0,70,High Value,Repeat customer
1914.82,472,High Value,Repeat customer
905.04,135,High Value,Repeat customer
6802.76,562,High Value,Repeat customer
1661.33,155,High Value,Repeat customer
377.01,72,High Value,Repeat customer
469.0,61,High Value,Repeat customer
1066.1499999999999,35,High Value,Repeat customer
627.13,48,High Value,Repeat customer
518.28,7,High Value,Repeat customer
668.14,111,High Value,Repeat customer
4959.1,52,High Value,Repeat customer
2586.67,510,High Value,Repeat customer
4308.61,394,High Value,Repeat customer
252.73000000000002,27,High Value,Repeat customer
465.55,127,High Value,Repeat customer
705.49,130,High Value,Repeat customer
19914.44,1502,High Value,Repeat customer
180.35,67,High Value,Repeat customer
135.93,5,High Value,Repeat customer
537.0,3,High Value,Repeat customer
7700.2300000000005,453,High Value,Repeat customer
735.66,12,High Value,Repeat customer
5213.7699999999995,206,High Value,Repeat customer
343.62,22,High Value,Repeat customer
384.05,97,High Value,Repeat customer
121.17000000000002,3,High Value,Repeat customer
1782.09,78,High Value,Repeat customer
1391.61,143,High Value,Repeat customer
215.78,30,High Value,Repeat customer
697.79,71,High Value,Repeat customer
302.1,114,High Value,Repeat customer
1489.5,25,High Value,Repeat customer
2124.9900000000002,276,High Value,Repeat customer
1337.72,237,High Value,Repeat customer
303.09,121,High Value,Repeat customer
54534.14,403,High Value,Repeat customer
987.86,57,High Value,Repeat customer
370.79999999999995,5,High Value,Repeat customer
3158.13,155,High Value,Repeat customer
893.59,42,High Value,Repeat customer
1744.76,82,High Value,Repeat customer
553.36,104,High Value,Repeat customer
1109.53,70,High Value,Repeat customer
106.2,1,High Value,One-time customer
982.07,26,High Value,Repeat customer
1043.41,54,High Value,Repeat customer
748.87,42,High Value,Repeat customer
773.03,27,High Value,Repeat customer
880.85,49,High Value,Repeat customer
9743.11,440,High Value,Repeat customer
895.61,47,High Value,Repeat customer
504.8,33,High Value,Repeat customer
88.2,5,High Value,Repeat customer
306.94,15,High Value,Repeat customer
1160.07,57,High Value,Repeat customer
2420.84,145,High Value,Repeat customer
381.32,23,High Value,Repeat customer
480.71,30,High Value,Repeat customer
457.81,26,High Value,Repeat customer
4597.02,108,High Value,Repeat customer
1370.6,47,High Value,Repeat customer
219.39000000000001,11,High Value,Repeat customer
248.08,25,High Value,Repeat customer
39916.5,3,High Value,Repeat customer
410.48,23,High Value,Repeat customer
876.0,3,High Value,Repeat customer
317.53,8,High Value,Repeat customer
703.36,35,High Value,Repeat customer
1027.44,69,High Value,Repeat customer
2298.93,101,High Value,Repeat customer
1422.52,100,High Value,Repeat customer
319.5,16,High Value,Repeat customer
1300.25,60,High Value,Repeat customer
484.95,28,High Value,Repeat customer
996.1,35,High Value,Repeat customer
1567.48,84,High Value,Repeat customer
3609.33,100,High Value,Repeat customer
2760.56,197,High Value,Repeat customer
340.11,21,High Value,Repeat customer
1352.75,45,High Value,Repeat customer
1551.78,79,High Value,Repeat customer
244.8,1,High Value,One-time customer
266.4,14,High Value,Repeat customer
358.82,21,High Value,Repeat customer
457.72,28,High Value,Repeat customer
1633.78,82,High Value,Repeat customer
2199.31,106,High Value,Repeat customer
184.19,15,High Value,Repeat customer
11528.48,127,High Value,Repeat customer
406.53,16,High Value,Repeat customer
1471.0,102,High Value,Repeat customer
3447.4,84,High Value,Repeat customer
330.11,22,High Value,Repeat customer
977.9300000000001,52,High Value,Repeat customer
982.42,29,High Value,Repeat customer
1387.99,73,High Value,Repeat customer
139.05,9,High Value,Repeat customer
1286.7,68,High Value,Repeat customer
178.96,13,High Value,Repeat customer
2354.25,80,High Value,Repeat customer
498.74,26,High Value,Repeat customer
259.45,14,High Value,Repeat customer
6580.44,217,High Value,Repeat customer
1194.73,67,High Value,Repeat customer
1327.16,91,High Value,Repeat customer
623.5,28,High Value,Repeat customer
301.29,20,High Value,Repeat customer
520.8000000000001,23,High Value,Repeat customer
5314.47,343,High Value,Repeat customer
4745.69,271,High Value,Repeat customer
329.25,22,High Value,Repeat customer
296.42,85,High Value,Repeat customer
961.49,55,High Value,Repeat customer
1936.07,125,High Value,Repeat customer
401.40000000000003,7,High Value,Repeat customer
18641.010000000002,710,High Value,Repeat customer
158.16,4,High Value,Repeat customer
304.47,29,High Value,Repeat customer
843.05,103,High Value,Repeat customer
487.75,27,High Value,Repeat customer
163.0,41,High Value,Repeat customer
106.56,5,High Value,Repeat customer
1289.5,5,High Value,Repeat customer
1624.05,110,High Value,Repeat customer
135.75,11,High Value,Repeat customer
224.14,23,High Value,Repeat customer
40.5,3,High Value,Repeat customer
2206.95,93,High Value,Repeat customer
87.5,6,High Value,Repeat customer
689.4799999999999,16,High Value,Repeat customer
622.85,29,High Value,Repeat customer
406.76,63,High Value,Repeat customer
310.62,21,High Value,Repeat customer
411.41,19,High Value,Repeat customer
4777.18,91,High Value,Repeat customer
16225.39,212,High Value,Repeat customer
1044.32,51,High Value,Repeat customer
499.32,19,High Value,Repeat customer
7616.53,310,High Value,Repeat customer
3861.0,1,High Value,One-time customer
1079.6100000000001,32,High Value,Repeat customer
193.64,10,High Value,Repeat customer
1268.7,13,High Value,Repeat customer
1236.54,69,High Value,Repeat customer
1827.8,142,High Value,Repeat customer
316.58,9,High Value,Repeat customer
653.24,37,High Value,Repeat customer
420.29999999999995,9,High Value,Repeat customer
870.12,42,High Value,Repeat customer
331.18,20,High Value,Repeat customer
894.4100000000001,52,High Value,Repeat customer
101.8,5,High Value,Repeat customer
328.35,24,High Value,Repeat customer
1661.44,110,High Value,Repeat customer
734.94,35,High Value,Repeat customer
96.6,2,High Value,Repeat customer
5756.89,166,High Value,Repeat customer
305.75,9,High Value,Repeat customer
1778.96,117,High Value,Repeat customer
403.25,5,High Value,Repeat customer
585.0,5,High Value,Repeat customer
755.75,20,High Value,Repeat customer
322.08,14,High Value,Repeat customer
409.40000000000003,23,High Value,Repeat customer
154.41,8,High Value,Repeat customer
1219.4,58,High Value,Repeat customer
3386.71,125,High Value,Repeat customer
429.6,23,High Value,Repeat customer
612.06,31,High Value,Repeat customer
197.0,14,High Value,Repeat customer
2247.51,143,High Value,Repeat customer
321.05,15,High Value,Repeat customer
1412.32,99,High Value,Repeat customer
1071.99,50,High Value,Repeat customer
780.59,49,High Value,Repeat customer
1706.57,78,High Value,Repeat customer
1756.44,110,High Value,Repeat customer
316.68,22,High Value,Repeat customer
631.57,34,High Value,Repeat customer
2515.84,89,High Value,Repeat customer
514.15,33,High Value,Repeat customer
356.0,6,High Value,Repeat customer
6688.46,350,High Value,Repeat customer
10484.99,111,High Value,Repeat customer
740.78,44,High Value,Repeat customer
918.1999999999999,53,High Value,Repeat customer
300.36,18,High Value,Repeat customer
890.85,47,High Value,Repeat customer
98.45,6,High Value,Repeat customer
317.15,7,High Value,Repeat customer
623.16,34,High Value,Repeat customer
1810.77,77,High Value,Repeat customer
254.82,19,High Value,Repeat customer
178.95000000000002,10,High Value,Repeat customer
156.51,12,High Value,Repeat customer
393.74,23,High Value,Repeat customer
1506.1200000000001,82,High Value,Repeat customer
119.3,6,High Value,Repeat customer
1717.36,11,High Value,Repeat customer
408.8,2,High Value,Repeat customer
2379.49,41,High Value,Repeat customer
2507.07,274,High Value,Repeat customer
721.94,63,High Value,Repeat customer
716.57,47,High Value,Repeat customer
615.14,41,High Value,Repeat customer
135.31,52,High Value,Repeat customer
255.89999999999998,12,High Value,Repeat customer
290.51,19,High Value,Repeat customer
113.12,16,High Value,Repeat customer
2332.15,139,High Value,Repeat customer
240.55,3,High Value,Repeat customer
486.69,20,High Value,Repeat customer
2306.52,88,High Value,Repeat customer
939.78,58,High Value,Repeat customer
7943.22,204,High Value,Repeat customer
4668.3,103,High Value,Repeat customer
180.94,25,High Value,Repeat customer
3672.86,194,High Value,Repeat customer
641.94,39,High Value,Repeat customer
4799.9,192,High Value,Repeat customer
4507.01,7,High Value,Repeat customer
496.44,28,High Value,Repeat customer
5070.35,243,High Value,Repeat customer
574.02,31,High Value,Repeat customer
694.4000000000001,23,High Value,Repeat customer
1174.35,58,High Value,Repeat customer
205.3,12,High Value,Repeat customer
310.47,19,High Value,Repeat customer
60767.9,2379,Low Value,Repeat customer
924.85,47,High Value,Repeat customer
52.0,1,High Value,One-time customer
327.97,24,High Value,Repeat customer
570.5,37,High Value,Repeat customer
165.0,1,High Value,One-time customer
312.62,33,High Value,Repeat customer
204.5,16,High Value,Repeat customer
267.13,36,High Value,Repeat customer
2748.31,95,High Value,Repeat customer
679.68,42,High Value,Repeat customer
162.29,49,High Value,Repeat customer
311.71,29,High Value,Repeat customer
208.75,10,High Value,Repeat customer
1049.7,57,High Value,Repeat customer
714.96,13,High Value,Repeat customer
1661.06,35,High Value,Repeat customer
1028.56,16,High Value,Repeat customer
351.67,99,High Value,Repeat customer
173.97,36,High Value,Repeat customer
574.07,86,High Value,Repeat customer
2020.52,17,High Value,Repeat customer
406.09,24,High Value,Repeat customer
364.5,21,High Value,Repeat customer
563.94,26,High Value,Repeat customer
393.54,20,High Value,Repeat customer
252.42000000000002,17,High Value,Repeat customer
201.60000000000002,5,High Value,Repeat customer
158.04,9,High Value,Repeat customer
473.81,72,High Value,Repeat customer
115.65,5,High Value,Repeat customer
1960.1100000000001,225,High Value,Repeat customer
777.02,63,High Value,Repeat customer
277.05,14,High Value,Repeat customer
2766.5,519,High Value,Repeat customer
8347.2,551,High Value,Repeat customer
427.93,13,High Value,Repeat customer
418.92,7,High Value,Repeat customer
326.0,16,High Value,Repeat customer
913.19,29,High Value,Repeat customer
2314.32,114,High Value,Repeat customer
602.51,44,High Value,Repeat customer
1877.59,95,High Value,Repeat customer
446.94000000000005,4,High Value,Repeat customer
2386.05,94,High Value,Repeat customer
2007.3999999999999,27,High Value,Repeat customer
2415.91,132,High Value,Repeat customer
168.0,3,High Value,Repeat customer
1233.3600000000001,117,High Value,Repeat customer
3703.29,194,High Value,Repeat customer
1690.2600000000002,36,High Value,Repeat customer
596.85,8,High Value,Repeat customer
5955.71,302,High Value,Repeat customer
642.41,41,High Value,Repeat customer
316.88,12,High Value,Repeat customer
394.14,31,High Value,Repeat customer
140.54,10,High Value,Repeat customer
500.0,1,High Value,One-time customer
1535.53,84,High Value,Repeat customer
231.86,12,High Value,Repeat customer
2183.54,85,High Value,Repeat customer
107.45,7,High Value,Repeat customer
288.18,14,High Value,Repeat customer
94.0,6,High Value,Repeat customer
1345.53,73,High Value,Repeat customer
815.77,50,High Value,Repeat customer
716.2,12,High Value,Repeat customer
626.77,42,High Value,Repeat customer
349.1,8,High Value,Repeat customer
510.71000000000004,53,High Value,Repeat customer
1056.44,153,High Value,Repeat customer
267.18,34,High Value,Repeat customer
3450.84,122,High Value,Repeat customer
1358.88,99,High Value,Repeat customer
190.53,10,High Value,Repeat customer
774.9000000000001,39,High Value,Repeat customer
572.8100000000001,48,High Value,Repeat customer
3984.32,192,High Value,Repeat customer
508.8,28,High Value,Repeat customer
135.86,8,High Value,Repeat customer
950.36,53,High Value,Repeat customer
97.7,6,High Value,Repeat customer
43.5,2,High Value,Repeat customer
383.34,17,High Value,Repeat customer
1447.39,292,High Value,Repeat customer
1483.14,306,High Value,Repeat customer
93.78,6,High Value,Repeat customer
397.35,82,High Value,Repeat customer
171.19,10,High Value,Repeat customer
533.3,41,High Value,Repeat customer
1041.48,55,High Value,Repeat customer
149.29,29,High Value,Repeat customer
1122.53,329,High Value,Repeat customer
200.16,45,High Value,Repeat customer
156.57999999999998,25,High Value,Repeat customer
383.68,62,High Value,Repeat customer
594.0,2,High Value,Repeat customer
3236.91,382,High Value,Repeat customer
1418.26,219,High Value,Repeat customer
113.5,5,High Value,Repeat customer
155.17,9,High Value,Repeat customer
494.64,28,High Value,Repeat customer
974.52,60,High Value,Repeat customer
429.84,30,High Value,Repeat customer
538.73,58,High Value,Repeat customer
1388.37,286,High Value,Repeat customer
179.1,25,High Value,Repeat customer
447.22,60,High Value,Repeat customer
237.07,58,High Value,Repeat customer
161.64,7,High Value,Repeat customer
216.76,58,High Value,Repeat customer
234.6,11,High Value,Repeat customer
126.14,7,High Value,Repeat customer
1048.85,157,High Value,Repeat customer
7354.62,97,High Value,Repeat customer
334.53,57,High Value,Repeat customer
524.88,52,High Value,Repeat customer
467.51,24,High Value,Repeat customer
538.55,24,High Value,Repeat customer
469.48,77,High Value,Repeat customer
371.56,76,High Value,Repeat customer
1771.2,11,High Value,Repeat customer
454.10999999999996,29,High Value,Repeat customer
1441.42,46,High Value,Repeat customer
905.5,45,High Value,Repeat customer
11054.96,98,High Value,Repeat customer
233.81,88,High Value,Repeat customer
3594.31,188,High Value,Repeat customer
2575.0,86,High Value,Repeat customer
91.32000000000001,2,High Value,Repeat customer
1134.28,50,High Value,Repeat customer
3100.09,154,High Value,Repeat customer
659.4599999999999,35,High Value,Repeat customer
2001.8,297,High Value,Repeat customer
1299.23,125,High Value,Repeat customer
1262.2,15,High Value,Repeat customer
13316.4,512,High Value,Repeat customer
1131.56,68,High Value,Repeat customer
10384.93,213,High Value,Repeat customer
147.09,70,High Value,Repeat customer
52.83,13,High Value,Repeat customer
3610.96,97,High Value,Repeat customer
979.26,164,High Value,Repeat customer
492.36,46,High Value,Repeat customer
1000.27,92,High Value,Repeat customer
250.0,1,High Value,One-time customer
909.23,160,High Value,Repeat customer
121.0,7,High Value,Repeat customer
14758.220000000001,308,High Value,Repeat customer
4139.46,178,High Value,Repeat customer
62.43,15,High Value,Repeat customer
267.03,27,High Value,Repeat customer
1942.45,214,High Value,Repeat customer
343.5,18,High Value,Repeat customer
3000.2,185,High Value,Repeat customer
398.84,57,High Value,Repeat customer
412.01000000000005,10,High Value,Repeat customer
440.0,1,High Value,One-time customer
825.92,178,High Value,Repeat customer
148.44,4,High Value,Repeat customer
2429.78,163,High Value,Repeat customer
229.33,26,High Value,Repeat customer
3995.23,672,High Value,Repeat customer
1502.35,108,High Value,Repeat customer
2007.44,228,High Value,Repeat customer
1580.93,256,High Value,Repeat customer
807.57,83,High Value,Repeat customer
536.4,75,High Value,Repeat customer
110.92,24,High Value,Repeat customer
538.46,41,High Value,Repeat customer
213.3,15,High Value,Repeat customer
